Latitude,Longitude,Sample,SiO2,Al2O3,Fe2O3T,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,LOI,V,Cr,Co,Ni,Cu,Pb,Zn,Rb,Sr,Cs,Y,Zr,Nb,Ba,Hf,Ta,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,SOM_Cluster,Plumbing_System,Geochemical_Group,Province,LaYb,Xwmerckm,Ywmerckm,LaYb10plus,LaYb10minus,HT,LT,X,S1,S2,S3,S4
-21.371067,15.3451,M-09-08,50.64,15.95,10.27,0.15,6.42,9.71,2.03,1.5,1.1,0.15,1.71,202,67,,50,,,93,55,287,,-2420.61583703177,157,10,370,,,,,,,,,,,,,,,,,,,SA3,HOD swarm,LT,Etendeka,,,,,,,1.1,1708.20871817186,,,,
-21.386436,15.4206085,Q10,47.4,18.8,12.27,0.14,9.61,9.08,2.31,0.62,0.61,0.07,0.79,100,325,64,180,30,3.2,72,11,264,0.07,-2422.44245372257,68,4.2,265,,,1.2,0.19,10,20,2.8,10,2.4,1.2,2.4,,2.4,0.46,1.4,0.21,1.4,0.2,SA3,HOD swarm,LT,Etendeka,7.14285714285714,,,,7.14285714285714,,0.61,1716.61428594243,,,,
-21.531639,15.338556,Q12,48.97,15.91,11.81,0.18,5.29,10.17,2.34,0.9,1.46,0.17,2.02,294.2,45,43,36,72,4.8,87.9,20.8,250.3,0.73,-2439.70953953852,117.2,7.4,206.4,,,3.7,0.76,15,32,4.3,19,4.7,1.5,4.9,,4.9,0.98,2.9,0.42,2.8,0.42,SA3,HOD swarm,LT,Etendeka,5.35714285714286,,,,5.35714285714286,,1.46,1707.48024342411,,,,
-33.03,17.96,EG-001,48.9,12.6,17.89,0.24,4.33,9.27,2.3,1.43,3.56,0.64,0.52,238,279,49,87,92,3.5,80,17.2,224,,-3875.99762463046,98,10.4,179,2.3,0.6,1.4,0.4,11,25,3.2,14,3.5,1.2,4.1,0.7,4.3,0.9,2.6,0.4,2.5,0.4,SA3,Saldanha Bay dike swarm,HT,Etendeka,4.4,,,,4.4,3.56,,1999.29805464719,,,,
-33.03,17.96,EG-002,48.7,12.8,18.11,0.25,4.27,9.23,2.23,1.45,3.62,0.66,0.44,284,133,55,69,91,4.6,97,17.8,212,,-3875.99762463046,143,12.8,222,,0.8,1.7,0.6,17,37,5,21,5.1,1.6,5.5,1,5.8,1.2,3.5,0.5,3.4,0.5,SA4,Saldanha Bay dike swarm,HT,Etendeka,5,,,,5,3.62,,1999.29805464719,,,,
-33.03,17.96,EG-003,49.1,12.8,17.67,0.24,4.21,9.26,2.26,1.22,3.59,0.65,0.77,267,177,50,61,72,6.6,86,19.3,236,,-3875.99762463046,146,16,229,,1,3.1,0.9,20,44,5.9,23,5.5,1.7,5.7,1,5.8,1.2,3.5,0.5,3.3,0.5,SA4,Saldanha Bay dike swarm,HT,Etendeka,6.06060606060606,,,,6.06060606060606,3.59,,1999.29805464719,,,,
-33.03,17.96,EG-004,49.2,12.7,17.89,0.24,4.2,9.14,2.17,1.54,3.56,0.65,0.57,271,278,52,80,97,3.3,87,15.9,324,,-3875.99762463046,104,9.9,416,,0.6,1.2,0.3,12,27,4,16,4,1.4,4.5,0.8,4.9,1,3,0.4,2.9,0.5,SA3,Saldanha Bay dike swarm,HT,Etendeka,4.13793103448276,,,,4.13793103448276,3.56,,1999.29805464719,,,,
-31.36,18.6,GP-1-Loc3,51.3,13.8,12.67,0.19,7.05,11.05,2.49,0.92,1.07,0.16,0.62,265,276,54,77,98,3.5,87,15.4,324,,-3657.35688788231,103,9.8,420,,0.6,1.2,0.3,11,26,3.7,15,3.8,1.3,4.2,0.8,4.5,0.9,2.8,0.4,2.7,0.4,SA3,Cedarberg dike swarm,LT,Etendeka,4.07407407407407,,,,4.07407407407407,,1.07,2070.54252875489,,,,
-31.54,18.96,GP-2-Loc3,50.8,13.3,15.22,0.21,5.63,9.92,2.82,0.96,1.63,0.29,0.7,242,249,48,82,83,4.2,82,18.9,212,,-3680.73025577028,104,10.2,181,,0.7,1.6,0.4,13,29,3.8,17,4.1,1.4,4.5,0.8,4.8,1,2.9,0.5,2.9,0.4,SA3,Cedarberg dike swarm,LT,Etendeka,4.48275862068966,,,,4.48275862068966,,1.63,2110.61754544047,,,,
-31.87,18.79,GP-3-Loc4,52.3,12.6,17.11,0.22,4.3,8.44,2.87,1.47,1.86,0.3,0.25,245,286,50,89,87,3.6,79,16.1,212,,-3723.70003392976,96,9.5,169,,0.6,1.4,0.4,11,25,3.5,15,3.7,1.3,4.1,0.7,4.4,0.9,2.7,0.4,2.6,0.4,SA3,Cedarberg dike swarm,LT,Etendeka,4.23076923076923,,,,4.23076923076923,,1.86,2091.69323200561,,,,
-31.87,18.79,GP4-loc-4,52.1,12.8,16.78,0.21,4.5,8.46,3.2,1.55,1.77,0.27,0.03,236,222,50,85,82,4.1,81,18.1,220,,-3723.70003392976,104,10,180,,0.7,1.6,0.5,13,28,4,16,4.1,1.3,4.5,0.8,4.8,0.9,2.9,0.5,2.8,0.4,SA3,Cedarberg dike swarm,LT,Etendeka,4.64285714285714,,,,4.64285714285714,,1.77,2091.69323200561,,,,
-32.11,19.38,GP-5-Loc4,51.6,12.7,17.11,0.21,4.44,8.49,3.1,1.52,1.97,0.33,0.15,280,133,56,70,95,4.5,99,14.8,210,,-3755.0483927187,140,12,182,,0.8,1.5,0.4,16,36,4.8,21,5,1.6,5.5,1,5.8,1.2,3.5,0.5,3.4,0.5,SA4,Cedarberg dike swarm,LT,Etendeka,4.70588235294118,,,,4.70588235294118,,1.97,2157.37173157364,,,,
-32.29,19.66,GP-8 Loc4,52.4,12.5,17.23,0.22,4.27,8.35,2.93,1.5,1.99,0.33,,281,120,53,62,93,4.5,94,16.6,220,,-3778.61427811055,143,13,218,,0.8,1.6,0.4,16,36,4.7,21,4.9,1.6,5.3,0.9,5.6,1.1,3.4,0.5,3.3,0.5,SA4,Cedarberg dike swarm,LT,Etendeka,4.84848484848485,,,,4.84848484848485,,1.99,2188.54118899576,,,,
-30.43,17.46,CDB-1092 Loc1,51.5,13.4,14.56,0.2,5.83,9.58,3.14,1.31,1.3,0.2,0.43,187,10,30,5.3,21,15.7,142,121,168,,-3537.30481394868,255,24,701,6.1,1.6,11.7,3,39,85,10.3,43,9.2,2.2,10.5,1.6,10,2.1,5.9,0.9,5.5,0.8,SA2,Garies dike swarm,LT,Etendeka,7.09090909090909,,,,7.09090909090909,,1.3,1943.63830925056,,,,
-30.56,17.41,CDB-1101Loc1,48.6,13.3,13.67,0.21,8.26,11.27,2.46,0.66,1.12,0.11,1.7,433,29,63,21,47,11.1,140,51,207,,-3554.01588337043,283,28,408,5.3,1.4,7.7,2.1,33,71,8.8,38,8.3,2.2,9.6,1.5,9.6,2,5.7,0.8,5.3,0.8,SA4,Garies dike swarm,LT,Etendeka,6.22641509433962,,,,6.22641509433962,,1.12,1938.07233471089,,,,
-30.55,17.41,CDB-1105 Loc1,49.4,13.2,14.22,0.21,7.69,11.47,2.18,0.49,1.28,0.13,1.16,524,19,49.5,32,49.8,10.3,159,54,226,,-3552.72961508371,278,24,404,6.5,1.4,6.7,1.6,33.3,72.7,8.9,38,8.4,2.3,9.7,1.6,9.9,2.1,6.2,0.9,5.9,0.9,SA4,Garies dike swarm,LT,Etendeka,5.64406779661017,,,,5.64406779661017,,1.28,1938.07233471089,,,,
-30.47,17.37,CDB-1341Loc1,49.4,13.3,13.22,0.2,8.33,11.81,2.18,0.63,1.15,0.11,1.01,514,28,53.3,34,117,12,158,79,202,,-3542.44428044842,284,24,461,,,6.4,,,,,,,,,,,,,,,,SA4,Garies dike swarm,LT,Etendeka,,,,,,,1.15,1933.61955507916,,,,
-30.76,17.9,CDB-974Loc2,51.2,13.7,12.34,0.19,7,11.14,2.56,0.86,1.19,0.17,0.91,538,23,53.6,36,73.7,11.7,169,93,238,,-3579.76945333898,282,24,428,,,5.1,,,,,,,,,,,,,,,,SA4,Garies dike swarm,LT,Etendeka,,,,,,,1.19,1992.6188851996,,,,
-30.73,17.86,CDB-978Loc2,50.5,13.7,13.11,0.2,7.24,10.63,2.87,0.91,1.14,0.15,0.76,511,19,50.4,32,86.3,10.7,152,58,218,,-3575.90298274781,286,24,479,,,6.5,,,,,,,,,,,,,,,,SA4,Garies dike swarm,LT,Etendeka,,,,,,,1.14,1988.16610556787,,,,
-34.04,18.4,GCH89-48-LB1,49.7,16.2,11.45,0.19,7.06,11.1,2.52,0.66,1.41,0.22,0.62,358,107,46.3,77,226,,102,13,166,,-4010.25663911364,126,9,,,,,,,,,,,,,,,,,,,,SA3,False bay dike swarm,LT,Etendeka,,,,,,,1.41,2048.27863059623,,,,
-34.01,18.34,LB-02-LB2,50.7,15,12,0.19,6.75,10.5,2.32,0.76,1.57,0.27,1.11,515,25,42.3,57,197,2.9,91,41,157,,-4006.24575349785,148,12,,,,,,,,,,,,,,,,,,,,SA3,False bay dike swarm,LT,Etendeka,,,,,,,1.57,2041.59946114864,,,,
-34.01,18.34,LB-03-LB2,51.1,15.2,12.11,0.19,6.42,10,2.52,0.57,1.72,0.34,0.94,524,27,44.9,59,213,4.1,83,40,148,,-4006.24575349785,142,12,,,,,,,,,,,,,,,,,,,,SA3,False bay dike swarm,LT,Etendeka,,,,,,,1.72,2041.59946114864,,,,
-34.04,18.4,GCH89-18-TK1,49.9,14.7,12.22,0.34,7.21,11.2,2.05,0.38,1.52,0.24,1.44,526,22,45.4,56,192,2.9,86,40,152,,-4010.25663911364,150,12,,,,5.6,,,,,,,,,,,,,,,,SA4,False bay dike swarm,LT,Etendeka,,,,,,,1.52,2048.27863059623,,,,
-34.04,18.4,GCH89-20-TK1,49.6,14.7,12.22,0.35,7.31,11.1,2,0.38,1.49,0.24,1.84,481,21,48.6,55,196,,96,43,142,,-4010.25663911364,146,12,,,,,,,,,,,,,,,,,,,,SA4,False bay dike swarm,LT,Etendeka,,,,,,,1.49,2048.27863059623,,,,
-34.04,18.4,GCH89-21-TK2,49.9,16.1,11.78,0.18,6.88,11,2.29,0.74,1.47,0.24,0.58,343,59,48.4,72,167,7.2,71,44,172,,-4010.25663911364,111,9,258,,0.6,4.5,1.1,17,38.6,4.8,19.8,4.8,1.4,5.6,0.9,5.6,1.2,3.2,0.5,3.3,0.5,SA3,False bay dike swarm,LT,Etendeka,5.15151515151515,,,,5.15151515151515,,1.47,2048.27863059623,,,,
-34.04,18.4,GCH89-22-TK2,49.8,15.9,11.78,0.18,7.26,11.2,2.34,0.66,1.41,0.21,0.41,342,88,52.3,72,103,3.5,91,91,98,,-4010.25663911364,58,4,119,,0.3,1.5,0.4,6.4,15.6,2.1,9.4,2.8,0.9,3.6,0.6,4,0.8,2.4,0.4,2.4,0.4,SA3,False bay dike swarm,LT,Etendeka,2.66666666666667,,,,2.66666666666667,,1.41,2048.27863059623,,,,
-34.04,18.4,GCH89-23-TK2,50.1,16.7,11.34,0.17,6.57,11,2.29,0.69,1.46,0.23,0.6,338,76,49.7,67,102,3.9,81,22,101,,-4010.25663911364,66,5,103,,0.3,1.8,0.5,7.3,17.8,2.4,10.7,3.2,1,4.1,0.7,4.5,0.9,2.7,0.4,2.8,0.4,SA3,False bay dike swarm,LT,Etendeka,2.60714285714286,,,,2.60714285714286,,1.46,2048.27863059623,,,,
-34.04,18.4,LB-11-LB2,50.1,14.9,12.67,0.2,6.97,10.7,2.37,0.65,1.62,0.28,0.84,310,83,50.1,72,107,3.3,65,29,103,,-4010.25663911364,56,4,226,,0.3,1.5,0.4,6.4,15.7,2.1,9.3,2.7,1,3.6,0.6,4,0.8,2.4,0.4,2.4,0.4,SA3,False bay dike swarm,LT,Etendeka,2.66666666666667,,,,2.66666666666667,,1.62,2048.27863059623,,,,
-34.04,18.4,LB-12-LB2,50.4,14.6,12.56,0.2,6.97,10.5,2.32,0.72,1.61,0.27,1.03,347,55,48.4,85,144,5.8,87,47,264,,-4010.25663911364,101,7,371,,0.5,3.2,0.8,15.1,34.6,4.3,17.5,4.2,1.3,4.5,,,,,,2.2,0.3,SA3,False bay dike swarm,LT,Etendeka,6.86363636363636,,,,6.86363636363636,,1.61,2048.27863059623,,,,
-34.08,18.36,GCH89-8-CP2,56.7,12.4,15.45,0.24,2.15,5.5,2.07,2.76,2.25,0.9,1.17,297,64,45.5,80,137,5,69,38,210,,-4015.60671451017,92,6,199,,0.4,2.8,0.6,12.9,30,3.7,15.3,3.8,1.2,4.1,,,,,,2.2,0.3,SA3,False bay dike swarm,HT,Etendeka,5.86363636363636,,,,5.86363636363636,2.25,,2043.8258509645,,,,
-34.14,18.94,GCH89-39-SL1,50.6,13.2,15.45,0.68,4.65,7.8,2.25,1.68,2.98,0.54,1.62,,,,,,,,,,,-4023.63661190834,,,,,,,,,,,,,,,,,,,,,,SA4,False bay dike swarm,HT,Etendeka,,,,,,2.98,,2108.3911556246,,,,
-34.014265,18.334437,LB-07-LB1,49.5,16.7,10.56,0.16,7.33,11.5,2.17,0.49,1.21,0.18,1.2,254,336,44,89,80,3.7,86,11.9,209,,-4006.81588049671,80,7.7,138,2.14,0.46,1.3,0.4,9.5,20.9,2.76,12.3,3.14,1.08,3.62,0.58,3.78,0.77,2.3,0.33,2.15,0.32,SA3,False bay dike swarm,LT,Etendeka,4.41860465116279,,,,4.41860465116279,,1.21,2040.98019082135,,,,
-34.063495,18.368154,GCH89-11-CP1,49.6,15.4,11.45,0.19,7.16,11,2.52,0.69,1.46,0.23,1.46,298,194,44,63,83,4,101,16.1,204,,-4013.39883082489,127,12,181,3.25,0.65,1.7,0.4,14.5,31.7,4.1,18.2,4.49,1.41,4.98,0.77,5.12,1.04,3.1,0.43,2.93,0.44,SA3,False bay dike swarm,LT,Etendeka,4.94880546075085,,,,4.94880546075085,,1.46,2044.73355009243,,,,
-34.081067,18.355418,GCH89-14-CP3,52.4,15.7,11.56,0.21,6.29,10.3,2.13,1.05,0.99,0.16,0.4,299,144,42,69,112,5.4,90,33.1,163,,-4015.74946267769,99,7.4,219,2.62,0.41,3.2,0.8,12.7,27.4,3.47,14.7,3.63,1.08,4.12,0.67,4.47,0.91,2.72,0.38,2.55,0.38,SA3,False bay dike swarm,LT,Etendeka,4.98039215686275,,,,4.98039215686275,,0.99,2043.31578505769,,,,
-34.038825,18.331414,GCH89-03-SB,50.1,14.3,14.56,0.23,6.05,9.3,2.56,0.95,1.99,0.32,1.1,368,36,51,51,85,4.1,142,22.3,355,,-4010.09951916269,129,11.8,252,3.32,0.7,2.4,0.5,15.7,35.3,4.67,20.8,4.93,1.68,5.35,0.8,4.99,0.99,2.83,0.39,2.53,0.39,SA3,False bay dike swarm,TT,Etendeka,6.20553359683795,,,,6.20553359683795,,1.99,2040.64367200069,,,,
-34.234277,18.476663,GCH89-33-MP,50.7,14.4,13.56,0.23,5.75,9.3,2.77,1.26,2.09,0.46,0.93,348,77,43,33,40,5.6,118,31.1,301,,-4036.26549072394,171,24.2,324,4.28,1.23,3.2,0.8,24.6,52.2,6.4,27.4,6.1,1.94,6.98,1.06,6.68,1.33,3.85,0.52,3.41,0.5,SA4,False bay dike swarm,TT,Etendeka,7.21407624633431,,,,7.21407624633431,2.09,,2056.81271671892,,,,
-34.20291,18.457288,GCH89-28-FG1,51.8,14.7,12.67,0.21,5.24,8.7,2.87,1.62,2.1,0.49,0.9,300,69,39,37,27,8,119,46.2,302,,-4032.06214144792,220,28.8,378,5.36,1.55,4.8,1.3,30.1,64.2,7.91,32.9,7.25,2,7.39,1.12,7.06,1.39,4.09,0.57,3.76,0.56,SA4,False bay dike swarm,TT,Etendeka,8.00531914893617,,,,8.00531914893617,2.1,,2054.6559015848,,,,
-33.989794,18.34637,GCH89-45-OD2,53,17,8.45,0.11,5.09,10.5,2.23,0.91,1.83,0.31,1.42,290,270,43,62,57,5.8,129,21.7,252,,-4003.54509433257,146,15.3,240,3.74,0.82,2.6,1,18.9,35.4,5.12,22.4,5.25,1.7,6.16,0.97,6.16,1.25,3.59,0.5,3.29,0.49,SA3,False bay dike swarm,LT,Etendeka,5.74468085106383,,,,5.74468085106383,,1.83,2042.30856630499,,,,
-33.811559,18.370439,FBD-601-RI,50.2,12.2,19.23,0.26,5.02,9.1,1.79,0.83,2.52,0.3,0.53,634,61,51,51,420,4.1,179,27.8,116,,-3979.7508595905,201,12.3,195,5.37,0.69,2.8,0.5,16.5,38.3,5.17,24.2,6.72,2.02,8.82,1.46,9.97,2.07,6.3,0.9,6.03,0.89,SA4,False bay dike swarm,TT,Etendeka,2.7363184079602,,,,2.7363184079602,2.52,,2044.98791512889,,,,
-34.214617,18.468089,GCH89-31-FG2,52.3,14.2,13,0.19,4.97,8.4,2.84,1.7,2.2,0.54,0.9,329,49,39,20,12,8.7,121,49.3,288,,-4033.63075866168,218,28.5,390,5.39,1.54,5.4,1.4,30.9,66.1,8.17,33.9,7.39,1.99,7.48,1.13,7.07,1.4,4.08,0.57,3.73,0.55,SA4,False bay dike swarm,TT,Etendeka,8.28418230563003,,,,8.28418230563003,2.2,,2055.85826340486,,,,
-33.915808,18.385997,GCH89-40-SP,49.3,12.7,16.67,0.26,4.74,8.5,2.26,1.12,2.89,0.54,2.68,484,37,51,38,41,7.2,167,37.1,326,,-3993.66192495118,237,24,396,5.95,1.29,3.9,1,28.2,61.2,7.64,33.6,7.81,2.42,9.22,1.43,9.28,1.88,5.58,0.79,5.24,0.78,SA4,False bay dike swarm,HT,Etendeka,5.38167938931298,,,,5.38167938931298,2.89,,2046.71982376666,,,,
,,GCH89-39-SL,50.6,13.2,15.45,0.68,4.65,7.8,2.25,1.68,2.98,0.54,1.62,433,29,63,21,47,11.1,140,51,207,,,283,28,408,5.3,1.4,7.7,2.1,33,71,8.8,38,8.3,2.2,9.6,1.5,9.6,2,5.7,0.8,5.3,0.8,SA4,False bay dike swarm,HT,Etendeka,6.22641509433962,,,,6.22641509433962,2.98,,,,,,
-34.260983,18.463727,LB-50-SM,52.8,13.4,15.78,0.23,4.61,8.1,2.94,1.15,1.83,0.23,0.52,535,43,47,42,198,7.8,136,31.8,143,,-4039.84548614649,154,11.3,251,4.14,0.73,5.2,1.3,18.4,40,5.05,21.7,5.36,1.61,6.47,1.06,7.14,1.5,4.53,0.64,4.33,0.65,SA4,False bay dike swarm,LT,Etendeka,4.24942263279446,,,,4.24942263279446,,1.83,2055.37268778602,,,,
-33.942372,18.375352,LB-40 -CL1,52.1,14.4,14.22,0.22,4.26,6.4,3.04,2.48,2.21,0.41,1.67,444,42,41,30,47,9.4,140,134.1,170,,-3997.20938927856,214,19.8,372,5.5,1.2,6.2,1.6,26.7,57.7,7.17,30.4,7.01,1.93,7.81,1.22,8.05,1.62,4.89,0.69,4.64,0.69,SA4,False bay dike swarm,TT,Etendeka,5.75431034482759,,,,5.75431034482759,2.21,,2045.53482778716,,,,
-33.931582,18.376666,LB-43 -CL2,53.1,14.2,14.11,0.2,4.19,8,2.46,1.69,2.15,0.4,0.93,440,46,40,32,46,10.1,140,67,181,,-3995.76831423383,220,20.1,337,5.63,1.21,6.4,1.7,27.3,58.4,7.24,30.7,7.04,1.92,7.84,1.25,8.16,1.65,4.95,0.7,4.7,0.69,SA4,False bay dike swarm,TT,Etendeka,5.80851063829787,,,,5.80851063829787,2.15,,2045.68110159806,,,,
-34.094955,18.352232,GCH89-17 -CP5,54.1,13.6,13.89,0.29,4.1,7.3,2.34,2.18,2.35,0.52,0.79,410,23,39,25,26,12.4,132,80.3,182,,-4017.6076287954,225,21.9,413,5.78,1.36,8.3,2.3,31.3,66.9,8.26,34.1,7.6,1.95,7.94,1.21,7.79,1.55,4.57,0.64,4.26,0.63,SA4,False bay dike swarm,TT,Etendeka,7.34741784037559,,,,7.34741784037559,2.35,,2042.96112116002,,,,
-34.12317,18.404395,GCH89-36 -OK,54.8,13.6,13.78,0.2,3.84,6.8,2.41,2.11,2.21,0.51,1.16,349,65,35,29,20,12.3,136,83.7,187,,-4021.38364555572,195,18.3,358,5.05,1.19,8.3,2.5,27.6,58.6,7.09,29.6,6.72,1.95,7.79,1.22,8.06,1.64,4.9,0.69,4.56,0.68,SA4,False bay dike swarm,TT,Etendeka,6.05263157894737,,,,6.05263157894737,2.21,,2048.76787975827,,,,
-33.960533,18.373789,GCH89-43 -BK,52.1,12.5,16.89,0.24,3.49,7.3,2.29,1.8,2.88,0.75,1.47,375,15,43,16,16,11.7,169,62.8,142,,-3999.63532589011,230,20.5,375,5.94,1.19,8,2.1,32.3,69,8.42,35.8,8.18,2.32,9.76,1.53,10.12,2.06,6.14,0.86,5.75,0.84,SA4,False bay dike swarm,HT,Etendeka,5.61739130434783,,,,5.61739130434783,2.88,,2045.36083542305,,,,
-34.007598,18.340771,PD-2 -LR,55,13.3,14.34,0.41,3.23,6.1,1.7,2.82,2.49,0.64,1.49,421,13,39,16,12,14.3,145,105.3,198,,-4005.92467711014,239,23.9,961,6.11,1.53,10,2.8,34.5,73.6,8.9,37.2,8.25,2.15,9.23,1.41,9.08,1.87,5.46,0.75,4.87,0.72,SA4,False bay dike swarm,HT,Etendeka,7.08418891170431,,,,7.08418891170431,2.49,,2041.68528847604,,,,
-33.967963,18.373774,GCH89-4-1 KS,53.3,12.3,17.45,0.24,3.08,7,2.14,1.94,2.63,0.41,1.29,401,3,45,4,16,10.9,169,76.1,138,,-4000.62797194237,220,16.8,356,5.71,0.99,7.3,1.8,26.5,57.3,7.02,30.1,7.2,2.22,8.98,1.44,9.49,1.96,5.84,0.83,5.49,0.82,SA4,False bay dike swarm,HT,Etendeka,4.82695810564663,,,,4.82695810564663,2.63,,2045.35916563069,,,,
-33.988622,18.352177,LB-33 -OD1,55,13,13.89,0.19,2.96,5.9,2.91,2.64,2.52,0.66,1.72,404,8,35,12,7,14.6,146,133.5,159,,-4003.38846904033,243,24.3,408,6.25,1.64,10.4,2.7,35.2,75.4,9.23,38.1,8.36,2.12,8.86,1.37,8.75,1.76,5.27,0.73,4.89,0.74,SA4,False bay dike swarm,HT,Etendeka,7.19836400817996,,,,7.19836400817996,2.52,,2042.95499858803,,,,
-33.991173,18.427297,GCH89-24 -NS,54.2,12.2,16.89,0.24,2.88,7.4,2.02,2.05,2.54,0.43,0.79,343,3,40,3,13,11.5,166,76.3,427,,-4003.72938575738,226,17,845,6.01,1.04,7.8,2,27.8,60.3,7.54,32.2,7.81,2.16,8.93,1.44,9.62,1.96,5.91,0.85,5.64,0.84,SA4,False bay dike swarm,HT,Etendeka,4.9290780141844,,,,4.9290780141844,2.54,,2051.31731873642,,,,
-34.074524,18.361522,GCH89-07-CP2,54.6,12.4,16.34,0.27,2.7,6.2,2.07,2.46,2.62,0.77,1.2,286,11,32,9,1,14,156,98.3,161,,-4014.87413860243,239,21.6,614,6.28,1.41,10.2,2.6,35.1,76.4,9.51,39.8,9.18,2.23,9.69,1.52,9.75,1.96,5.83,0.82,5.51,0.81,SA4,False bay dike swarm,HT,Etendeka,6.37023593466425,,,,6.37023593466425,2.62,,2043.99527922949,,,,
-20.781667,14.075278,NA026,45.82,14.86,15.29,0.19,8.56,8.95,3.18,0.61,2.15,0.28,,,,,,,,,,490,,-2350.70994345301,124,,,,,,,14.2,34.4,4.42,20.5,5.2,1.83,5.3,0.8,4.8,0.9,2.3,0.31,1.9,0.29,SA3,Skeleton Coast dike swarm,TT,Etendeka,7.47368421052632,,,,7.47368421052632,2.15,,1566.85277973377,,,,
-19.345278,12.725278,NA044,63.03,12.19,10.02,0.13,2.04,3.87,3.46,3.7,1.21,0.17,0.92,,,,,,,,,148,,-2181.48178355853,311,,,,,,,65.6,139,15.4,59.8,11.7,1.64,10.1,1.6,9.1,1.7,4.9,0.72,4.6,0.66,SA2,Skeleton Coast dike swarm,ER,Etendeka,14.2608695652174,,,14.2608695652174,,,1.21,1416.57146716285,,,,
-18.142778,12.758889,NA093A,51.31,14.2,12.51,0.14,4.82,8.19,2.67,1.78,3.29,0.44,1.22,,,,,,,,,698,,-2040.96890900204,283,,,,,,,44.1,93.2,11.4,47.2,10.4,3.26,9.1,1.3,7.1,1.2,3.3,0.43,2.7,0.35,SA1,Skeleton Coast dike swarm,HT,Etendeka,16.3333333333333,,,16.3333333333333,,3.29,,1420.3130265679,,,,
-20.913056,14.064722,NA020,47.13,13.96,12.96,0.18,9.99,11.71,2.12,0.28,1.29,0.13,0.83,,,,,,,,,179,,-2366.26915236378,68,,,,,,,4.2,11.4,1.71,8.7,2.8,1.11,3.6,0.6,3.5,0.7,1.9,0.27,1.7,0.25,SA3,Skeleton Coast dike swarm,LT,Etendeka,2.47058823529412,,,,2.47058823529412,,1.29,1565.67769118895,,,,
-20.871389,14.082778,NA021,49.75,14,11.16,0.17,7.1,11.91,2.53,0.34,1.41,0.13,0.9,,,,,,,,,211,,-2361.33341791201,91,,,,,,,6.7,17,2.47,12.1,3.7,1.3,4.5,0.8,4.7,0.9,2.5,0.35,2.2,0.32,SA3,Skeleton Coast dike swarm,LT,Etendeka,3.04545454545455,,,,3.04545454545455,,1.41,1567.68767591472,,,,
-19.920556,13.000833,NA032,55.74,13.2,11.94,0.16,4.29,7.73,2.53,1.83,1.34,0.2,0.82,,,,,,,,,199,,-2249.07047761667,168,,,,,,,26.7,56.3,6.55,26.8,6,1.58,6,1,5.9,1.2,3.2,0.47,3.1,0.45,SA4,Skeleton Coast dike swarm,LT,Etendeka,8.61290322580645,,,,8.61290322580645,,1.34,1447.24610944839,,,,
-19.775278,12.932222,NA034,54.54,13.97,12.65,0.19,4.51,8.49,2.95,1.03,1.45,0.19,0.56,,,,,,,,,216,,-2231.97875941939,147,,,,,,,22.2,47,5.44,22.3,5.4,1.53,5.7,0.9,5.6,1.1,3.1,0.45,2.9,0.44,SA4,Skeleton Coast dike swarm,LT,Etendeka,7.6551724137931,,,,7.6551724137931,,1.45,1439.60836786557,,,,
-19.776389,12.9325,NA035,54.28,13.12,11.97,0.16,4.35,7.92,2.39,1.95,1.36,0.19,1.21,,,,,,,,,208,,-2232.1094067707,140,,,,,,,21.3,45.7,5.29,21.6,5.4,1.57,5.8,0.9,5.5,1.1,3.1,0.45,2.9,0.44,SA4,Skeleton Coast dike swarm,LT,Etendeka,7.3448275862069,,,,7.3448275862069,,1.36,1439.63931468401,,,,
-19.395,12.730278,NA038C,53.17,12.15,16.05,0.2,3.58,6.97,3.15,1.54,1.95,0.29,1.29,,,,,,,,,193,,-2187.313934855,176,,,,,,,25.2,54.4,6.63,27.7,6.8,1.98,7.3,1.2,7.1,1.4,4,0.58,3.7,0.53,SA4,Skeleton Coast dike swarm,LT,Etendeka,6.81081081081081,,,,6.81081081081081,,1.95,1417.12806461681,,,,
-18.956389,12.926111,NA069A,52.44,12.71,15.62,0.19,3.97,7.64,2.7,1.34,1.83,0.22,1.08,,,,,,,,,199,,-2135.92856168886,151,,,,,,,19.7,43,5.39,23.2,6,1.83,6.8,1.2,7.2,1.5,4.1,0.6,3.9,0.59,SA4,Skeleton Coast dike swarm,LT,Etendeka,5.05128205128205,,,,5.05128205128205,,1.83,1438.92809445733,,,,
-18.869444,12.845833,NA078A,52.67,13.26,14.19,0.22,4.4,8.44,2.81,1.39,1.75,0.26,1.18,,,,,,,,,282,,-2125.75887595037,191,,,,,,,29.5,61.2,7.31,29,6.6,1.9,6.7,1.1,6.4,1.2,3.6,0.5,3.1,0.49,SA4,Skeleton Coast dike swarm,LT,Etendeka,9.51612903225806,,,,9.51612903225806,,1.75,1429.99158837543,,,,
